timeUTC, timeOffset, activityIndex, activityCount
1446256055, -4, 0.07155418, 0.05542563
1446256085, -4, 0.05542563, 0.05059644
1446256115, -4, 0.04800000, 0.04525483
1446256145, -4, 0.06788225, 0.05768882
1446256175, -4, 0.07155418, 0.05986652
1446256205, -4, 0.07838367, 0.06400000
1446256235, -4, 0.04233202, 0.04233202
1446256265, -4, 0.11085125, 0.07838367
1446256295, -4, 0.04800000, 0.05306600
1446256325, -4, 0.08466404, 0.06974238
1446256355, -4, 0.04525483, 0.04800000
1446256385, -4, 0.08908423, 0.06788225
1446256415, -4, 0.05306600, 0.04525483
1446256445, -4, 0.06788225, 0.05986652
1446256475, -4, 0.09050967, 0.06974238
1446256505, -4, 0.05768882, 0.05306600
1446256535, -4, 0.09465728, 0.07155418
1446256565, -4, 0.06974238, 0.06196773
1446256595, -4, 0.09465728, 0.07504665
1446256625, -4, 0.04233202, 0.04233202
1446256655, -4, 0.03919183, 0.04233202
1446256685, -4, 0.06400000, 0.05306600
1446256715, -4, 0.07838367, 0.06788225
1446256745, -4, 0.06400000, 0.05059644
1446256775, -4, 0.09050967, 0.06788225
1446256805, -4, 0.04800000, 0.04233202
1446256835, -4, 0.08000000, 0.05768882
1446256865, -4, 0.08466404, 0.06596969
1446256895, -4, 0.08763561, 0.06596969
1446256925, -4, 0.05986652, 0.05306600
1446256955, -4, 0.02262742, 0.03200000
1446256985, -4, 0.08158431, 0.05986652
1446257015, -4, 0.04800000, 0.04525483
1446257045, -4, 0.08616263, 0.06596969
1446257075, -4, 0.07155418, 0.05542563
1446257105, -4, 0.06400000, 0.05542563
1446257135, -4, 0.09991997, 0.06788225
1446257165, -4, 0.03919183, 0.04233202
1446257195, -4, 0.04233202, 0.04525483
1446257225, -4, 0.07673331, 0.06196773
1446257255, -4, 0.03200000, 0.03577709
1446257285, -4, 0.04800000, 0.04800000
1446257315, -4, 0.07155418, 0.05986652
1446257345, -4, 0.04800000, 0.04525483
1446257375, -4, 0.04233202, 0.04233202
1446257405, -4, 0.05768882, 0.05542563
1446257435, -4, 0.06196773, 0.05542563
1446257465, -4, 0.07332121, 0.06196773
1446257495, -4, 0.04800000, 0.04800000
1446257525, -4, 0.06974238, 0.05986652
1446257555, -4, 0.09329523, 0.07332121
